EZID	GENE	GeneType	CHR	FROM	TO
646390	IRX1P1	pseudo	13	25319403	25320256
646208	NUS1P2	pseudo	13	23489599	23491684
646164	DDX39AP1	pseudo	13	23279375	23280350
645771	PARP4P2	pseudo	13	19923270	19982287
645686	GTF2IP3	pseudo	13	19600140	19606765
643193	CALM2P4	pseudo	13	99293062	99293560
642395	PSPC1P1	pseudo	13	19775576	19801574
441662	TET1P1	pseudo	13	88542197	88545851
441654	SMPD4P2	pseudo	13	19726424	19745335
440142	TARDBPP2	pseudo	13	60848853	60850283
440125	HNRNPA1P30	pseudo	13	21522084	21523797
404766	FABP5P4	pseudo	13	92832763	92833141
403297	OR7E155P	pseudo	13	42013972	42014997
400129	SMARCE1P5	pseudo	13	45168903	45170284
400123	LINC00548	pseudo	13	40768645	40794638
400094	SNX19P2	pseudo	13	19464939	19469879
390424	ATP5MC1P5	pseudo	13	107315739	107316294
390423	ARF4P3	pseudo	13	101407645	101409415
390421	GAPDHP22	pseudo	13	99842832	99843244
390419	PPIAP23	pseudo	13	91924136	91924872
390418	KRT18P27	pseudo	13	90882584	90883990
390411	NPM1P22	pseudo	13	68405695	68406893
390407	EIF4A1P6	pseudo	13	61210852	61212244
390403	ABITRAMP1	pseudo	13	46844187	46844952
390394	EIF4A1P5	pseudo	13	37512251	37513682
390378	PPIAP28	pseudo	13	20753202	20753600
387934	FABP5P1	pseudo	13	73674508	73675182
387924	OGFOD1P1	pseudo	13	49784225	49786293
374500	THSD1P1	pseudo	13	52741843	52742455
341784	EIF4A1P7	pseudo	13	29172953	29174340
341689	CTAGE16P	pseudo	13	59102748	59105278
341674	RPL5P31	pseudo	13	51735830	51736487
338099	PSME2P2	pseudo	13	49345231	49346005
338091	PSMD10P3	pseudo	13	73610520	73610984
283523	TERF1P5	pseudo	13	19254634	19257441
266695	PHF2P1	pseudo	13	19622034	19636922
246717	ELOBP1	pseudo	13	25939940	25940333
122335	PPIAP24	pseudo	13	107515953	107516675
122145	RIOK3P1	pseudo	13	75402602	75404425
121981	PPIAP26	pseudo	13	53394595	53395662
121906	PSMA6P4	pseudo	13	98127956	98128884
121727	PEX12P1	pseudo	13	90643597	90645150
81138	OR7E101P	pseudo	13	47034713	47035322
81137	OR7E104P	pseudo	13	64411060	64411805
81136	OR7E111P	pseudo	13	68476375	68477355
26640	OR7E33P	pseudo	13	68485041	68486248
107457599	LOC107457599	pseudo	13	61264694	61268195
101927284	LOC101927284	pseudo	13	95413194	95587663
106783494	LOC106783494	pseudo	13	24825865	24825999
116268457	LOC116268457	pseudo	13	111609612	111610175
116268456	LOC116268456	pseudo	13	42833602	42834108
116268455	LOC116268455	pseudo	13	42832956	42833221
116268454	LOC116268454	pseudo	13	25926274	25926887
101928697	LOC101928697	pseudo	13	19756172	19761604
108175343	LOC108175343	pseudo	13	41485617	41486324
111562370	LOC111562370	pseudo	13	42222609	42222753
111429622	LOC111429622	pseudo	13	97960626	97960770
111365190	LOC111365190	pseudo	13	74802060	74802204
108318668	LOC108318668	pseudo	13	40980497	40981140
107992391	LOC107992391	pseudo	13	110106999	110107274
112163655	LOC112163655	pseudo	13	39176408	39176702
110121384	LOC110121384	pseudo	13	31364917	31367890
105370361	LOC105370361	pseudo	13	110774048	110777580
101929140	LOC101929140	pseudo	13	41707063	41810821
108281153	LOC108281153	pseudo	13	43727847	43728370
102723345	LOC102723345	pseudo	13	30221829	30229614
112268114	LOC112268114	pseudo	13	95364973	95365696
100189333	TRE-TTC1-2	pseudo	13	41634873	41634944
100189251	TRF-GAA1-5	pseudo	13	95201903	95201975
100189036	TRN-GTT2-4	pseudo	13	31248100	31248173
100189030	TRE-TTC2-1	pseudo	13	45492061	45492132
110121473	LOC110121473	pseudo	13	105768072	105771897
110121400	LOC110121400	pseudo	13	28318578	28320133
110121375	LOC110121375	pseudo	13	80232245	80234629
110121360	LOC110121360	pseudo	13	78406127	78407713
110121359	LOC110121359	pseudo	13	43167370	43169596
110121347	LOC110121347	pseudo	13	36072913	36075971
110121346	LOC110121346	pseudo	13	35772271	35774419
110121336	LOC110121336	pseudo	13	112268066	112269087
110120950	LOC110120950	pseudo	13	78976014	78977337
110120946	LOC110120946	pseudo	13	71533036	71534194
110120945	LOC110120945	pseudo	13	66609798	66610747
110120933	LOC110120933	pseudo	13	95313851	95315440
110120930	LOC110120930	pseudo	13	106015597	106016926
110120909	LOC110120909	pseudo	13	72333515	72334987
110120897	LOC110120897	pseudo	13	68429116	68430525
110120891	LOC110120891	pseudo	13	71358092	71359506
110120889	LOC110120889	pseudo	13	28395960	28397535
110120881	LOC110120881	pseudo	13	95358262	95360016
110120855	LOC110120855	pseudo	13	95618463	95619849
110120843	LOC110120843	pseudo	13	72345979	72348229
110120834	LOC110120834	pseudo	13	73081446	73083753
110120833	LOC110120833	pseudo	13	73001082	73003052
110120832	LOC110120832	pseudo	13	72425786	72428334
110120831	LOC110120831	pseudo	13	72300848	72302933
110120830	LOC110120830	pseudo	13	73149053	73150027
110120829	LOC110120829	pseudo	13	72771270	72773875
110120828	LOC110120828	pseudo	13	71774847	71775367
110120827	LOC110120827	pseudo	13	71343608	71344867
113939939	LOC113939939	pseudo	13	49875268	49875562
113939938	LOC113939938	pseudo	13	29937088	29937382
112163676	LOC112163676	pseudo	13	96256428	96256722
112163675	LOC112163675	pseudo	13	96187548	96187842
112163674	LOC112163674	pseudo	13	91067488	91067782
112163672	LOC112163672	pseudo	13	84973508	84973802
112163671	LOC112163671	pseudo	13	77983608	77983902
112163670	LOC112163670	pseudo	13	74861848	74862142
112163669	LOC112163669	pseudo	13	74761768	74762062
112163668	LOC112163668	pseudo	13	73664608	73664902
112163667	LOC112163667	pseudo	13	68631288	68631582
112163666	LOC112163666	pseudo	13	64200048	64200342
112163665	LOC112163665	pseudo	13	61158468	61158762
112163664	LOC112163664	pseudo	13	53424508	53424802
112163663	LOC112163663	pseudo	13	52678808	52679102
112163662	LOC112163662	pseudo	13	48640697	48641082
112163658	LOC112163658	pseudo	13	45960068	45960362
112163657	LOC112163657	pseudo	13	45630548	45630842
112163656	LOC112163656	pseudo	13	41976748	41977042
112163654	LOC112163654	pseudo	13	36898408	36898702
112163653	LOC112163653	pseudo	13	32955728	32956022
112163652	LOC112163652	pseudo	13	32620628	32620922
112163651	LOC112163651	pseudo	13	28718788	28719082
112163650	LOC112163650	pseudo	13	28713428	28713722
112163649	LOC112163649	pseudo	13	24795228	24795522
112163648	LOC112163648	pseudo	13	23028808	23029102
112163647	LOC112163647	pseudo	13	21081008	21081302
112163646	LOC112163646	pseudo	13	113841768	113842062
112163645	LOC112163645	pseudo	13	113390148	113390442
112163644	LOC112163644	pseudo	13	111699208	111699502
112163643	LOC112163643	pseudo	13	110455368	110455662
112163640	LOC112163640	pseudo	13	108867808	108868102
112163639	LOC112163639	pseudo	13	101533548	101533842
112163638	LOC112163638	pseudo	13	101045028	101045322
112163637	LOC112163637	pseudo	13	100258708	100259002
101929259	LOC101929259	pseudo	13	45680413	45687340
100288208	LOC100288208	pseudo	13	74987093	74993251
112268117	LOC112268117	pseudo	13	47032198	47033319
102723968	LOC102723968	pseudo	13	64402972	64418257
101929657	LOC101929657	pseudo	13	52703030	52706858
101060553	LOC101060553	pseudo	13	111800543	111805923
100506016	LOC100506016	pseudo	13	112809470	112815023
780529	LOC780529	pseudo	13	79170256	79173753
647264	LOC647264	coding	13	64406493	64407185
107984132	LOC107984132	pseudo	13	19648173	19692422
105370362	LOC105370362	pseudo	13	111466051	111472412
105370295	LOC105370295	pseudo	13	25113275	25115857
105370203	LOC105370203	pseudo	13	49809648	49821975
101928764	LOC101928764	pseudo	13	21857625	21872229
101928730	LOC101928730	pseudo	13	112911038	112927313
3091	HIF1A	coding	14	62162230	62214976
207	AKT1	coding	14	105235685	105262084
2100	ESR2	coding	14	64693424	64805330
3958	LGALS3	coding	14	55595969	55612147
5663	PSEN1	coding	14	73603214	73690398
3320	HSP90AA1	coding	14	102547078	102606085
5265	SERPINA1	coding	14	94843083	94856971
328	APEX1	coding	14	20923384	20925925
4323	MMP14	coding	14	23305793	23316966
23405	DICER1	coding	14	95552564	95624346
4792	NFKBIA	coding	14	35870718	35873954
7253	TSHR	coding	14	81421964	81612649
652	BMP4	coding	14	54416453	54423608
7517	XRCC3	coding	14	104163953	104181787
5228	PGF	coding	14	75408532	75422466
801	CALM1	coding	14	90862845	90874611
7528	YY1	coding	14	100705480	100749124
2353	FOS	coding	14	75745530	75748932
7080	NKX2-1	coding	14	36985601	36989436
4625	MYH7	coding	14	23881948	23904868
3002	GZMB	coding	14	25100159	25103395
1113	CHGA	coding	14	93389494	93401629
406986	MIR203A	pseudo	14	104583741	104583850
55384	MEG3	pseudo	14	101292444	101327362
3169	FOXA1	coding	14	38058756	38064453
10419	PRMT5	coding	14	23389737	23398584
9112	MTA1	coding	14	105886163	105937065
2643	GCH1	coding	14	55308734	55369543
283	ANG	coding	14	21152335	21162344
624	BDKRB2	coding	14	96671175	96710500
7043	TGFB3	coding	14	76424439	76449353
4287	ATXN3	coding	14	92524895	92572925
1965	EIF2S1	coding	14	67827044	67853232
382	ARF6	coding	14	50359799	50363771
12	SERPINA3	coding	14	95078727	95090389
7187	TRAF3	coding	14	103243785	103377836
8788	DLK1	coding	14	101193228	101204560
5587	PRKD1	coding	14	30045684	30397052
145264	SERPINA12	coding	14	94953615	94984180
1734	DIO2	coding	14	80663868	80697399
4522	MTHFD1	coding	14	64855070	64926742
6037	RNASE3	coding	14	21359543	21360506
87	ACTN1	coding	14	69340844	69446018
57447	NDRG2	coding	14	21484921	21539030
56339	METTL3	coding	14	21966281	21979481
4149	MAX	coding	14	65472818	65569412
7051	TGM1	coding	14	24718319	24732382
6495	SIX1	coding	14	61110138	61116194
3492	IGH	coding	14	106052773	107288050
1511	CTSG	coding	14	25042723	25045455
4738	NEDD8	coding	14	24686062	24701572
5732	PTGER2	coding	14	52781029	52795315
11035	RIPK3	coding	14	24805230	24809196
8650	NUMB	coding	14	73741923	73925251
3183	HNRNPC	coding	14	21677305	21737600
58157	NGB	coding	14	77731825	77737548
8106	PABPN1	coding	14	23790665	23795371
1215	CMA1	coding	14	24974558	24977470
1778	DYNC1H1	coding	14	102430909	102522779
5083	PAX9	coding	14	37126772	37148566
108663987	LOC108663987	pseudo	14	92537354	92537395
5583	PRKCH	coding	14	61788160	62017697
574452	MIR494	pseudo	14	101495970	101496050
6554	SLC10A1	coding	14	70242132	70263957
10516	FBLN5	coding	14	92335754	92414037
623	BDKRB1	coding	14	96722546	96731099
866	SERPINA6	coding	14	94770584	94789672
5015	OTX2	coding	14	57266622	57277196
2290	FOXG1	coding	14	29235992	29239482
1152	CKB	coding	14	103986003	103989166
51062	ATL1	coding	14	50999799	51099785
112399	EGLN3	coding	14	34393432	34420279
5687	PSMA6	coding	14	35747763	35786698
5104	SERPINA5	coding	14	95047762	95059454
6710	SPTB	coding	14	65213000	65346624
6955	TRA	coding	14	22090056	23021074
384	ARG2	coding	14	68086636	68118424
8115	TCL1A	coding	14	96176283	96180461
3306	HSPA2	coding	14	65002622	65009954
2530	FUT8	coding	14	65877309	66210838
64806	IL25	coding	14	23842017	23845611
10577	NPC2	coding	14	74946637	74960214
2581	GALC	coding	14	88399357	88460008
599	BCL2L2	coding	14	23776041	23780959
55775	TDP1	coding	14	90422270	90511107
1690	COCH	coding	14	31343764	31359823
30001	ERO1A	coding	14	53106632	53162275
4860	PNP	coding	14	20937564	20945247
5693	PSMB5	coding	14	23495059	23504428
574453	MIR495	pseudo	14	101500091	101500172
22846	VASH1	coding	14	77227810	77249357
64919	BCL11B	coding	14	99635623	99738533
1241	LTB4R	coding	14	24780707	24787241
10979	FERMT2	coding	14	53323990	53417767
406924	MIR134	pseudo	14	101521023	101521095
4053	LTBP2	coding	14	74964885	75078939
7443	VRK1	coding	14	97263718	97347945
5729	PTGDR	coding	14	52734415	52743441
5684	PSMA3	coding	14	58711560	58738721
23186	RCOR1	coding	14	103058985	103196897
55072	RNF31	coding	14	24616083	24629863
7453	WARS1	coding	14	100800126	100842663
5641	LGMN	coding	14	93170153	93214971
3500	IGHG1	pseudo	14	106207809	106209406
10858	CYP46A1	coding	14	100150634	100193637
6035	RNASE1	coding	14	21269386	21271002
9252	RPS6KA5	coding	14	91314204	91526984
3497	IGHE	pseudo	14	106066402	106068063
6400	SEL1L	coding	14	81937890	82000196
574436	MIR485	pseudo	14	101521755	101521827
5267	SERPINA4	coding	14	95027778	95036242
57697	FANCM	coding	14	45605132	45670092
10038	PARP2	coding	14	20811793	20826062
442915	MIR370	pseudo	14	101377475	101377549
9495	AKAP5	coding	14	64932216	64941220
5494	PPM1A	coding	14	60712467	60765804
1053	CEBPE	coding	14	23586514	23588463
5890	RAD51B	coding	14	68286495	69149812
5700	PSMC1	coding	14	90722896	90741772
442909	MIR342	pseudo	14	100575991	100576089
6036	RNASE2	coding	14	21423645	21424594
26277	TINF2	coding	14	24708845	24711879
494330	MIR381	pseudo	14	101512256	101512330
22938	SNW1	coding	14	78183941	78227498
57680	CHD8	coding	14	21853357	21924281
64423	INF2	coding	14	105155954	105188871
2954	GSTZ1	coding	14	77787378	77797939
5706	PSMC6	coding	14	53173917	53195307
5720	PSME1	coding	14	24605402	24608170
10243	GPHN	coding	14	66974864	67648519
10379	IRF9	coding	14	24630473	24635773
56413	LTB4R2	coding	14	24779345	24781243
3714	JAG2	coding	14	105607331	105635112
494326	MIR377	pseudo	14	101528386	101528454
11198	SUPT16H	coding	14	21819634	21852177
1735	DIO3	coding	14	102027687	102029788
22863	ATG14	coding	14	55833108	55878547
5527	PPP2R5C	coding	14	102226909	102394328
406914	MIR127	pseudo	14	101349315	101349411
3831	KLC1	coding	14	104095547	104167880
5411	PNN	coding	14	39644457	39652423
6964	TRD	coding	14	22891536	22935568
6430	SRSF5	coding	14	70233858	70238721
27030	MLH3	coding	14	75480477	75518169
574434	MIR410	pseudo	14	101532248	101532327
4624	MYH6	coding	14	23851195	23877481
10972	TMED10	coding	14	75598171	75643314
3895	KTN1	coding	14	56046924	56151301
3493	IGHA1	pseudo	14	106173504	106175000
1033	CDKN3	coding	14	54863724	54886935
145226	RDH12	coding	14	68168602	68201167
4331	MNAT1	coding	14	61201478	61436682
406927	MIR136	pseudo	14	101351038	101351119
9056	SLC7A7	coding	14	23242430	23288999
6751	SSTR1	coding	14	38677108	38682271
2103	ESRRB	coding	14	76837613	76968179
1073	CFL2	coding	14	35178318	35183798
4776	NFATC4	coding	14	24836116	24848809
1743	DLST	coding	14	75348618	75370445
54331	GNG2	coding	14	52327329	52436512
2877	GPX2	coding	14	65405875	65409462
23224	SYNE2	coding	14	64319721	64693166
2972	BRF1	coding	14	105675622	105781925
6252	RTN1	coding	14	60062693	60337493
22985	ACIN1	coding	14	23527772	23564822
9787	DLGAP5	coding	14	55614852	55658302
9369	NRXN3	coding	14	78636715	80334633
8487	GEMIN2	coding	14	39583526	39606176
3429	IFI27	coding	14	94577081	94583026
2957	GTF2A1	coding	14	81641795	81687733
4857	NOVA1	coding	14	26912295	27067238
8111	GPR68	coding	14	91698875	91720223
574413	MIR409	pseudo	14	101531636	101531714
5106	PCK2	coding	14	24563519	24573333
10484	SEC23A	coding	14	39501122	39572438
494331	MIR382	pseudo	14	101520642	101520717
9628	RGS6	coding	14	72398887	73033237
51156	SERPINA10	coding	14	94746796	94759604
100126335	MIR543	pseudo	14	101498323	101498400
29986	SLC39A2	coding	14	21467451	21470029
2079	ERH	coding	14	69846844	69865015
4901	NRL	coding	14	24547870	24584157
5721	PSME2	coding	14	24612573	24615818
51199	NIN	coding	14	51186480	51297879
406990	MIR208A	pseudo	14	23857804	23857874
91754	NEK9	coding	14	75546055	75593750
23002	DAAM1	coding	14	59655384	59838122
57096	RPGRIP1	coding	14	21748241	21819459
10572	SIVA1	coding	14	105219483	105225990
84962	AJUBA	coding	14	23440385	23451759
51637	RTRAF	coding	14	52456263	52477411
4990	SIX6	coding	14	60975863	60979567
574034	MIR433	pseudo	14	101348222	101348314
677	ZFP36L1	coding	14	69254371	69262959
84659	RNASE7	coding	14	21510520	21512391
406946	MIR154	pseudo	14	101526091	101526174
79944	L2HGDH	coding	14	50709151	50778946
22795	NID2	coding	14	52471526	52535776
9321	TRIP11	coding	14	92432334	92506402
11169	WDHD1	coding	14	55405666	55493816
9529	BAG5	coding	14	104022887	104028993
23368	PPP1R13B	coding	14	104199531	104313911
5836	PYGL	coding	14	51371934	51411200
4140	MARK3	coding	14	103851751	103970167
5529	PPP2R5E	coding	14	63838081	64010094
60485	SAV1	coding	14	51100297	51135023
51339	DACT1	coding	14	59100778	59115038
7127	TNFAIP2	coding	14	103589797	103603775
693210	MIR625	pseudo	14	65937819	65937903
8846	ALKBH1	coding	14	78138746	78174365
407023	MIR299	pseudo	14	101490130	101490192
64398	PALS1	coding	14	67708151	67802777
1983	EIF5	coding	14	103800573	103811361
58517	RBM25	coding	14	73525241	73590606
664612	MIR539	pseudo	14	101513657	101513734
10598	AHSA1	coding	14	77924209	77935814
440193	CCDC88C	coding	14	91737666	91884163
64067	NPAS3	coding	14	33408084	34273378
2287	FKBP3	coding	14	45584801	45603683
53981	CPSF2	coding	14	92588312	92638488
122953	JDP2	coding	14	75894426	75940809
6547	SLC8A3	coding	14	70510931	70655667
6729	SRP54	coding	14	35452197	35498772
8892	EIF2B2	coding	14	75469623	75479068
6655	SOS2	coding	14	50583847	50698295
23503	ZFYVE26	coding	14	68213238	68283306
693121	MIR411	pseudo	14	101489661	101489756
57062	DDX24	coding	14	94514632	94547547
9517	SPTLC2	coding	14	77972339	78082979
8477	GPR65	coding	14	88471478	88481154
4253	MIA2	coding	14	39703118	39857725
11177	BAZ1A	coding	14	35221936	35344565
574450	MIR493	pseudo	14	101335396	101335484
442905	MIR337	pseudo	14	101340829	101340921
29954	POMT2	coding	14	77741298	77787225
81892	SLIRP	coding	14	78174413	78183940
2999	GZMH	coding	14	25075685	25078890
100750247	HIF1A-AS2	pseudo	14	62213756	62215806
116173	CMTM5	coding	14	23846254	23848980
1112	FOXN3	coding	14	89622520	90085508
7011	TEP1	coding	14	20833825	20881659
394	ARHGAP5	coding	14	32546509	32628933
3501	IGHG2	pseudo	14	106109539	106111125
2342	FNTB	coding	14	65453612	65529367
29966	STRN3	coding	14	31363009	31495584
79711	IPO4	coding	14	24649424	24658021
51466	EVL	coding	14	100437758	100610572
55102	ATG2B	coding	14	96745531	96829677
494325	MIR376A1	pseudo	14	101507118	101507185
338917	VSX2	coding	14	74706151	74729440
107372315	LOC107372315	pseudo	14	20919802	20923494
10202	DHRS2	coding	14	24099323	24114847
3502	IGHG3	pseudo	14	106232250	106237741
113146	AHNAK2	coding	14	105403589	105444710
10538	BATF	coding	14	75988811	76013334
23256	SCFD1	coding	14	31091459	31205055
29082	CHMP4A	coding	14	24678820	24682693
442897	MIR323A	pseudo	14	101492068	101492153
8812	CCNK	coding	14	99947745	99978776
26020	LRP10	coding	14	23340948	23350921
6297	SALL2	coding	14	21989230	22005254
58533	SNX6	coding	14	35030298	35099353
957	ENTPD5	coding	14	74422031	74485990
29933	GPR132	coding	14	105515731	105531766
494328	MIR379	pseudo	14	101488402	101488468
9578	CDC42BPB	coding	14	103398716	103523885
84193	SETD3	coding	14	99864084	99947195
81542	TMX1	coding	14	51706964	51724372
23428	SLC7A8	coding	14	23594503	23652868
57381	RHOJ	coding	14	63671160	63760225
5826	ABCD4	coding	14	74751971	74769636
100126315	MIR665	pseudo	14	101341369	101341440
5926	ARID4A	coding	14	58765272	58840593
8906	AP1G2	coding	14	24028775	24036999
25831	HECTD1	coding	14	31569322	31676998
10490	VTI1B	coding	14	68113801	68141348
574038	MIR431	pseudo	14	101347343	101347456
55812	SPATA7	coding	14	88852000	88904803
10001	MED6	coding	14	71049937	71067371
574451	MIR432	pseudo	14	101350819	101350912
442913	MIR376C	pseudo	14	101506026	101506091
6235	RPS29	coding	14	50037705	50065427
5427	POLE2	coding	14	50110272	50154931
54207	KCNK10	coding	14	88646451	88793255
51676	ASB2	coding	14	94400511	94442915
3705	ITPK1	coding	14	93403258	93582269
9472	AKAP6	coding	14	32798503	33306889
1603	DAD1	coding	14	23033806	23058129
9786	KIAA0586	coding	14	58894117	59018014
64112	MOAP1	coding	14	93648543	93651241
51109	RDH11	coding	14	68143516	68162480
27141	CIDEB	coding	14	24774301	24780640
1396	CRIP1	coding	14	105953222	105955283
5891	MOK	coding	14	102690777	102771500
10640	EXOC5	coding	14	57667224	57735622
100126297	MIR300	pseudo	14	101507699	101507781
79697	RIOX1	coding	14	73957637	73960097
442910	MIR345	pseudo	14	100774195	100774292
64093	SMOC1	coding	14	70346132	70499082
85439	STON2	coding	14	81726995	81902808
4247	MGAT2	coding	14	50087516	50090198
10914	PAPOLA	coding	14	96968712	97033452
79882	ZC3H14	coding	14	89029380	89093939
55644	OSGEP	coding	14	20914559	20922970
9950	GOLGA5	coding	14	93260649	93306291
26037	SIPA1L1	coding	14	71787192	72207925
122786	FRMD6	coding	14	51955845	52197444
26257	NKX2-8	coding	14	37049208	37051818
78990	OTUB2	coding	14	94492685	94515275
11099	PTPN21	coding	14	88932121	89021350
2764	GMFB	coding	14	54941202	54955697
23241	PACS2	coding	14	105767110	105864483
145258	GSC	coding	14	95234559	95236449
114088	TRIM9	coding	14	51441983	51561822
51218	GLRX5	coding	14	96001386	96011050
10901	DHRS4	coding	14	24422978	24438487
81537	SGPP1	coding	14	64150933	64194782
55334	SLC39A9	coding	14	69865100	69929106
81693	AMN	coding	14	103388999	103397178
1397	CRIP2	coding	14	105939281	105946506
5018	OXA1L	coding	14	23235896	23242250
63894	VIPAS39	coding	14	77893017	77923943
51804	SIX4	coding	14	61176256	61191068
27133	KCNH5	coding	14	63166181	63512175
80821	DDHD1	coding	14	53503472	53620040
724025	MIR655	pseudo	14	101515886	101515982
80224	NUBPL	coding	14	32030609	32330429
100126336	MIR208B	pseudo	14	23887195	23887271
64207	IRF2BPL	coding	14	77490885	77495050
9878	TOX4	coding	14	21945353	21967313
100302145	MIR1247	pseudo	14	102026623	102026758
9985	REC8	coding	14	24641288	24649459
122809	SOCS4	coding	14	55493953	55516206
6038	RNASE4	coding	14	21152718	21169374
23093	TTLL5	coding	14	76127588	76421421
768212	MIR758	pseudo	14	101492356	101492443
8110	DPF3	coding	14	73075741	73360808
664616	MIR487B	pseudo	14	101512791	101512874
55333	SYNJ2BP	coding	14	70833215	70883806
123041	SLC24A4	coding	14	92788924	92967824
161357	MDGA2	coding	14	47308825	48144156
724024	MIR654	pseudo	14	101506555	101506635
145270	PRIMA1	coding	14	94184643	94254830
55640	FLVCR2	coding	14	76044962	76114509
55038	CDCA4	coding	14	105475909	105487419
574408	MIR329-1	pseudo	14	101493121	101493200
56252	YLPM1	coding	14	75230018	75304020
442914	MIR369	pseudo	14	101531934	101532003
161176	SYNE3	coding	14	95873602	95982986
376267	RAB15	coding	14	65412533	65439053
80344	DCAF11	coding	14	24583985	24594450
11183	MAP4K5	coding	14	50885238	50999286
107882126	LOC107882126	pseudo	14	24731557	24734887
91833	WDR20	coding	14	102605759	102690009
122961	ISCA2	coding	14	74960467	74963808
5283	PIGH	coding	14	68056022	68067017
664613	MIR544A	pseudo	14	101514994	101515084
55671	PPP4R3A	coding	14	91923851	91976897
79890	RIN3	coding	14	92980124	93155338
51635	DHRS7	coding	14	60610836	60636606
51310	SLC22A17	coding	14	23815519	23822095
4293	MAP3K9	coding	14	71189242	71276229
57161	PELI2	coding	14	56585128	56768241
8814	CDKL1	coding	14	50792982	50864015
2009	EML1	coding	14	100204058	100408396
3494	IGHA2	pseudo	14	106053273	106054730
161198	CLEC14A	coding	14	38723204	38725297
9692	PRORP	coding	14	35591757	35746827
4329	ALDH6A1	coding	14	74523549	74551155
55727	BTBD7	coding	14	93703895	93799381
79104	MEG8	pseudo	14	101355985	101465449
51562	MBIP	coding	14	36767769	36789842
28461	IGHV1-69	pseudo	14	107169928	107170366
100886964	PTCSC3	pseudo	14	36604915	36645856
25983	NGDN	coding	14	23938911	23948034
5875	RABGGTA	coding	14	24734743	24740832
51382	ATP6V1D	coding	14	67804588	67826520
619555	MIR487A	pseudo	14	101518782	101518861
253959	RALGAPA1	coding	14	36007561	36278500
9147	NEMF	coding	14	50248800	50319505
574454	MIR496	pseudo	14	101526909	101527010
100616173	MIR203B	pseudo	14	104583754	104583839
85495	RPPH1	pseudo	14	20811229	20811569
51527	GSKIP	coding	14	96829862	96853626
6166	RPL36AL	coding	14	50085247	50087343
53349	ZFYVE1	coding	14	73436152	73493813
55012	PPP2R3C	coding	14	35554677	35591503
23768	FLRT2	coding	14	85996487	86120771
10278	EFS	coding	14	23825614	23834380
51004	COQ6	coding	14	74416628	74430372
26499	PLEK2	coding	14	67853700	67878881
327657	SERPINA9	coding	14	94929057	94942533
9895	TECPR2	coding	14	102829277	102968813
11161	ERG28	coding	14	76116133	76127218
123016	TTC8	coding	14	89290496	89347422
27004	TCL6	pseudo	14	96118433	96139788
97	ACYP1	coding	14	75519945	75536192
196883	ADCY4	coding	14	24787564	24804276
26094	DCAF4	coding	14	73393171	73428805
145282	MIPOL1	coding	14	37667141	38021565
11154	AP4S1	coding	14	31494311	31565655
161253	REM2	coding	14	23352430	23356886
768222	MIR770	pseudo	14	101318726	101318823
51550	CINP	coding	14	102814618	102829226
55320	MIS18BP1	coding	14	45672392	45722404
388015	RTL1	coding	14	101346089	101370058
90809	PIP4P1	coding	14	20925839	20929592
28755	TRAC	pseudo	14	23016446	23021074
8816	DCAF5	coding	14	69517597	69619913
140801	RPL10L	coding	14	47120212	47120983
26520	TIMM9	coding	14	58875211	58894248
6815	STYX	coding	14	53196883	53241706
145482	PTGR2	coding	14	74318533	74352428
64841	GNPNAT1	coding	14	53241910	53258324
55837	EAPP	coding	14	34985143	35008906
79178	THTPA	coding	14	23980968	24029479
390502	SERPINA2	coding	14	94830654	94833038
22890	ZBTB1	coding	14	64971487	65000410
6617	SNAPC1	coding	14	62229137	62263145
9362	CPNE6	coding	14	24540157	24547295
9240	PNMA1	coding	14	74178485	74181086
112752	IFT43	coding	14	76452105	76550415
55218	EXD2	coding	14	69658214	69710734
79038	ZFYVE21	coding	14	104182146	104200000
374569	ASPG	coding	14	104552036	104581918
23034	SAMD4A	coding	14	55033845	55260032
28442	IGHV3-23	pseudo	14	106725198	106725653
115817	DHRS1	coding	14	24759803	24768985
122553	TRAPPC6B	coding	14	39617017	39639536
91875	TTC5	coding	14	20754385	20774109
55172	DNAAF2	coding	14	50091891	50101961
387332	TBPL2	coding	14	55880927	55907262
122706	PSMB11	coding	14	23511420	23513268
9870	AREL1	coding	14	75127958	75179782
23588	KLHDC2	coding	14	50234870	50253102
55015	PRPF39	coding	14	45553318	45585484
55632	G2E3	coding	14	31028363	31089269
22990	PCNX1	coding	14	71374175	71582098
145581	LRFN5	coding	14	42076078	42373751
122481	AK7	coding	14	96858464	96955763
55148	UBR7	coding	14	93673600	93695560
54930	HAUS4	coding	14	23415436	23426298
122622	ADSS1	coding	14	105190565	105213661
64745	METTL17	coding	14	21458138	21465193
57862	ZNF410	coding	14	74353561	74399223
28444	IGHV3-21	pseudo	14	106691670	106692123
10965	ACOT2	coding	14	74034323	74042361
27109	DMAC2L	coding	14	50778233	50794674
84312	BRMS1L	coding	14	36295543	36341168
57594	HOMEZ	coding	14	23741630	23755340
84932	RAB2B	coding	14	21927178	21945117
83851	SYT16	coding	14	62278879	62579267
100126308	MIR541	pseudo	14	101530831	101530914
51222	ZNF219	coding	14	21558235	21572880
10668	CGRRF1	coding	14	54976623	55006009
100750246	HIF1A-AS1	pseudo	14	62147758	62162540
6039	RNASE6	coding	14	21249426	21250625
123036	TC2N	coding	14	92246089	92333879
